id,pdbid,NAKBnaList,NAKBprotList,NAKBligList
4WLS,4WLS,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
4WLW,4WLW,"double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
4WOI,4WOI,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
4WPO,4WPO,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
4WQ1,4WQ1,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WQF,4WQF,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
4WQR,4WQR,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WQU,4WQU,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
4WQY,4WQY,"function,protein synthesis,ribosomal RNA,transfer RNA","regulatory,ribonucleoprotein,ribosome,structural,translation",
4WR6,4WR6,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WRA,4WRA,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WRO,4WRO,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WSD,4WSD,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WSM,4WSM,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WT1,4WT1,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WT8,4WT8,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WTA,4WTA,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTC,4WTC,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTD,4WTD,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTE,4WTE,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTF,4WTF,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTG,4WTG,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTI,4WTI,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTJ,4WTJ,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTK,4WTK,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTL,4WTL,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WTM,4WTM,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WU1,4WU1,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WU4,4WU4,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
4WU8,4WU8,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
4WU9,4WU9,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
4WUH,4WUH,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
4WUL,4WUL,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
4WUZ,4WUZ,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
4WWC,4WWC,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
4WWW,4WWW,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
4WX9,4WX9,"double helix,structure","enzyme,methylase,transferase",
4WZD,4WZD,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WZJ,4WZJ,"function,post-transcriptional processing,small nuclear RNA (snRNA)","ribonucleoprotein,spliceosome,structural",
4WZO,4WZO,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4WZQ,4WZQ,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4WZS,4WZS,"double helix,structure","chromatin,regulatory,structural,transcription",
4WZW,4WZW,"B-form double helix,double helix,structure","post-transcriptional,regulatory",
4X0A,4X0A,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X0B,4X0B,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X0G,4X0G,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),regulatory,transcription,winged helix/forkhead",
4X0P,4X0P,"double helix,structure","enzyme,polymerase,transferase",
4X0Q,4X0Q,"double helix,structure","enzyme,polymerase,transferase",
4X18,4X18,"double helix,structure",,"end stacking,intercalating,metal coordinating ligand,minor groove binding"
4X1A,4X1A,"double helix,structure",,"end stacking,intercalating,metal coordinating ligand,minor groove binding"
4X23,4X23,"B-form double helix,double helix,structure","centromere,chromatin,nucleosome,structural",
4X2B,4X2B,"double helix,structure","enzyme,polymerase,transferase",
4X4B,4X4B,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4X4C,4X4C,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4X4D,4X4D,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4X4E,4X4E,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4X4F,4X4F,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4X4G,4X4G,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4X4H,4X4H,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4X4I,4X4I,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4X4N,4X4N,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X4O,4X4O,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X4P,4X4P,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X4Q,4X4Q,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X4R,4X4R,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X4S,4X4S,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X4T,4X4T,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X4U,4X4U,"A-form double helix,double helix,function,protein synthesis,structure,transfer RNA","enzyme,polymerase,transferase",
4X4V,4X4V,"function,protein synthesis,transfer RNA","enzyme,polymerase,transferase",
4X62,4X62,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4X64,4X64,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4X65,4X65,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4X66,4X66,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4X67,4X67,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4X6A,4X6A,"A-form double helix,double helix,structure","enzyme,polymerase,transferase",
4X9J,4X9J,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc finger C2H2,Zinc-coordinating,regulatory,transcription",
4XCO,4XCO,"SRP RNA,function,translation regulating","ribonucleoprotein,structural",
4XEG,4XEG,"B-form double helix,double helix,structure","enzyme,hydrolase",
4XEJ,4XEJ,"IRES element,function,protein synthesis,ribosomal RNA,translation regulating","ribonucleoprotein,ribosome,structural",
4XIC,4XIC,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
4XID,4XID,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
4XIU,4XIU,"double helix,structure","enzyme,polymerase,transferase",
4XLP,4XLP,"B-form double helix,double helix,structure","enzyme,polymerase,regulatory,transcription,transferase",
4XLQ,4XLQ,"double helix,structure","enzyme,polymerase,regulatory,transcription,transferase",
4XLS,4XLS,"double helix,structure","enzyme,polymerase,regulatory,transcription,transferase",
4XO0,4XO0,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
4XPC,4XPC,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
4XPE,4XPE,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
4XQ8,4XQ8,"double helix,structure","enzyme,polymerase,transferase",
4XQJ,4XQJ,"B-form double helix,double helix,structure","regulatory,transcription",
4XQN,4XQN,"B-form double helix,double helix,structure","regulatory,transcription",
4XQQ,4XQQ,"B-form double helix,double helix,structure","regulatory,transcription",
4XR0,4XR0,"G-T mispair,double helix,feature,mispair,structure","DNA replication/repair,regulatory",
4XR2,4XR2,"A-C mispair,double helix,feature,mispair,structure","DNA replication/repair,regulatory",
4XR3,4XR3,"double helix,structure","DNA replication/repair,regulatory",
4XRH,4XRH,"double helix,structure","enzyme,polymerase,transferase",
4XRM,4XRM,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),homeodomain,regulatory,transcription",
4XUJ,4XUJ,"A-G mispair,B-form double helix,double helix,feature,mispair,structure","chromatin,nucleosome,structural",
4XVI,4XVI,"double helix,structure","enzyme,polymerase,transferase",
4XVK,4XVK,"double helix,structure","enzyme,polymerase,transferase",
4XVL,4XVL,"double helix,structure","enzyme,polymerase,transferase",
4XVM,4XVM,"double helix,structure","enzyme,polymerase,transferase",
4XYQ,4XYQ,"B-form double helix,double helix,structure","regulatory,transcription",
4XZQ,4XZQ,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
4Y4O,4Y4O,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
4Y4P,4Y4P,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4Y60,4Y60,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),HMG box,other &alpha;-helix,regulatory,transcription",
4YAZ,4YAZ,"function,purine-compound riboswitch,riboswitch",,nucleotide like
4YBB,4YBB,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
4YCO,4YCO,"function,protein synthesis,transfer RNA","enzyme,oxidoreductase",
4YCP,4YCP,"function,protein synthesis,transfer RNA","enzyme,oxidoreductase",
4YEW,4YEW,"A-C mispair,B-form double helix,C-C mispair,double helix,feature,mispair,structure","chromatin,regulatory,structural,transcription",
4YEX,4YEX,"C-C mispair,double helix,feature,mispair,structure","chromatin,regulatory,structural,transcription",
4YEY,4YEY,"C-C mispair,double helix,feature,mispair,structure","chromatin,regulatory,structural,transcription",
4YFT,4YFT,"A-C mispair,B-form double helix,C-C mispair,double helix,feature,mispair,structure","chromatin,regulatory,structural,transcription",
4YFU,4YFU,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
4YG1,4YG1,"double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4YG4,4YG4,"double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4YHH,4YHH,"function,protein synthesis,ribosomal RNA","ribonucleoprotein,ribosome,structural",
4YHW,4YHW,"function,post-transcriptional processing,small nuclear RNA (snRNA)","ribonucleoprotein,spliceosome,structural",
4YHX,4YHX,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
4YIG,4YIG,"B-form double helix,double helix,structure","DNA replication/repair,enzyme,hydrolase,regulatory",
4YIS,4YIS,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
4YIT,4YIT,"double helix,structure","enzyme,hydrolase,nuclease",
4YJ0,4YJ0,"B-form double helix,double helix,structure","regulatory,transcription",
4YKL,4YKL,"A-A mispair,A-C mispair,T-T mispair,feature,mispair,structure","DNA replication/repair,enzyme,hydrolase,regulatory",
4YM5,4YM5,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
4YM6,4YM6,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
4YMC,4YMC,"double helix,structure",,"intercalating,metal coordinating ligand,minor groove binding"
4YO2,4YO2,"double helix,structure","regulatory,transcription",
4YP3,4YP3,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
4YPB,4YPB,"function,protein synthesis,ribosomal RNA,transfer RNA","enzyme,hydrolase,nuclease,regulatory,ribonucleoprotein,ribosome,structural,toxin/antitoxin,translation",
4YPR,4YPR,"B-form double helix,double helix,structure","enzyme,hydrolase",
4YQW,4YQW,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
4YR0,4YR0,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
4YR3,4YR3,"B-form double helix,double helix,structure","enzyme,polymerase,transferase",
4YRV,4YRV,"double helix,structure","regulatory,transcription",
4YS3,4YS3,"B-form double helix,double helix,structure","chromatin,nucleosome,structural",
4YVI,4YVI,"function,protein synthesis,transfer RNA","enzyme,methylase,transferase",
4YVJ,4YVJ,"function,protein synthesis,transfer RNA","enzyme,methylase,transferase",
4YVK,4YVK,"function,protein synthesis,transfer RNA","enzyme,methylase,transferase",
4YY3,4YY3,"function,protein synthesis,ribosomal RNA","enzyme,hydrolase,nuclease,regulatory,ribonucleoprotein,ribosome,structural,toxin/antitoxin,translation",
4YYE,4YYE,"function,protein synthesis,transfer RNA","enzyme,ligase,synthetase",
4YZV,4YZV,"function,protein synthesis,ribosomal RNA,transfer RNA","enzyme,hydrolase,nuclease,regulatory,ribonucleoprotein,ribosome,structural,toxin/antitoxin,translation",
4Z1X,4Z1X,"B-form double helix,double helix,structure","enzyme,hydrolase,nuclease",
4Z1Z,4Z1Z,"double helix,structure","enzyme,hydrolase,nuclease",
4Z20,4Z20,"double helix,structure","enzyme,hydrolase,nuclease",
4Z2C,4Z2C,"double helix,structure","enzyme,isomerase",
4Z2D,4Z2D,"double helix,structure","enzyme,isomerase",
4Z2E,4Z2E,"double helix,structure","enzyme,isomerase",
4Z3A,4Z3A,"B-form double helix,double helix,structure","enzyme,hydrolase",
4Z3C,4Z3C,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),Zinc-coordinating,nuclear receptor ZnC4,regulatory,transcription",
4Z3O,4Z3O,"double helix,structure","enzyme,isomerase",
4Z3S,4Z3S,"function,protein synthesis,ribosomal RNA,transfer RNA","ribonucleoprotein,ribosome,structural",
4Z47,4Z47,"B-form double helix,double helix,structure","enzyme,hydrolase",
4Z4B,4Z4B,"B-form double helix,DNA dodecamer,double helix,feature,structure",,minor groove binding
4Z4Q,4Z4Q,"double helix,structure","enzyme,isomerase",
4Z53,4Z53,"double helix,structure","enzyme,isomerase",
4Z58,4Z58,"B-form double helix,C-C mispair,C-T mispair,G-G mispair,double helix,feature,mispair,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4Z59,4Z59,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
4Z5C,4Z5C,"B-form double helix,double helix,structure","DNA-binding transcription factor (TF),helix-turn-helix (HTH),lambda repressor-like,regulatory,transcription",
